30000 30000
15170 6135 5797
4292 11161 23511
18694 28565 26241
26152 24443 27375
7327 21503 20893
7117 17536 26892
6751 2878 8267
19111 6066 13599
23660 28626 26157
5985 24171 18867
4064 28431 17317
3276 8009 15748
25773 24090 16400
15017 29821 13339
6511 12477 3273
16477 21280 9196
10868 28999 24916
27120 14593 22796
24604 16902 24596
13204 12540 20341
26572 15156 8191
5440 10494 8408
22160 4393 11364
17704 25233 6560
5828 29932 3332
21606 15815 27770
20592 9494 14009
24197 15175 15391
16033 638 2005
29260 9477 19638
28714 3308 12963
19706 2810 23652
29911 24257 29502
5178 21631 3660
7771 911 26057
21396 13340 12227
29704 19125 16712
11064 26178 16646
171 20833 10083
25802 10674 24541
17058 921 26110
4852 2742 13681
3505 6174 21591
10706 6248 10417
14731 23144 15369
19456 21066 513
6074 3999 4170
22008 24780 6316
3754 4756 17350
2101 3655 13450
23495 3864 29390
215 23706 3413
20506 15664 5256
2028 18075 17100
5731 25359 5661
14267 27516 11951
19710 4248 17052
19956 5550 18130
9674 16239 9282
21444 27751 22148
16096 29849 2281
16122 3940 11402
29507 13543 8146
10017 20759 23725
26039 17533 21736
26125 16158 9918
192 10976 24964
20674 15630 29807
965 10928 5398
6665 23429 26448
21540 10933 1860
11187 19530 24378
23686 3773 27267
14539 4502 2636
17564 12853 19934
13303 3953 18788
27221 15508 24447
6817 13986 24159
14088 1449 3717
14905 1960 12443
9593 23765 3298
16826 13755 13917
10674 12783 5357
5716 23962 4036
24654 25253 9667
6992 9116 23671
14788 28266 12927
9764 23568 18518
25330 4194 1685
8888 2153 392
20010 10354 13481
27425 27841 3069
23889 12283 16702
482 1741 24302
18003 7328 19071
4536 3478 27115
23589 15766 16414
27844 22763 6941
17100 21165 8274
11852 1959 21888
28667 16757 10436
5620 21125 9454
11058 20906 1632
10085 5612 15309
12958 26503 18519
16002 2117 18160
18411 17570 9879
11906 14443 23510
13752 1799 4881
24347 25378 8148
20070 26022 1731
23763 21589 26459
2958 20613 24642
21014 27686 1118
8937 14392 25412
1607 24920 27194
22675 20457 19416
13390 13025 1178
8636 27422 11280
7694 29967 18750
26553 17758 7050
17677 3651 6859
22744 13062 11377
19039 28772 19637
26236 4586 6481
16369 16557 26855
4802 20243 19670
21502 14211 15281
24041 14409 26046
13653 14682 13956
6279 26853 29326
26314 29357 22933
9435 21388 1281
3386 27699 11039
22314 21337 25539
29921 25169 2823
6094 28478 18305
10723 7050 18592
26040 14935 2422
25902 10618 23417
15306 20992 25331
25626 12499 12537
24016 21629 15112
26964 8808 22915
14290 28995 11796
26284 7546 27104
29571 10792 11147
853 26526 21663
22859 15254 10113
9056 16769 17676
24409 22142 18903
9162 9601 9520
22317 8332 27360
8205 12306 24692
24991 17361 2640
14395 19212 6587
3004 8387 860
8638 29396 20466
2713 1448 19427
13273 14111 8884
18139 822 19668
7333 28292 22247
2509 20021 6753
9660 2088 2197
4327 22881 10438
17244 18345 20577
385 284 9971
2461 28222 8483
14658 24030 3265
1990 2579 9496
11422 24913 19295
7266 6611 7653
18118 23953 27434
8348 29324 29091
27561 18847 23090
7840 3221 21719
22342 4370 11461
10546 25971 7105
19314 14830 23181
21586 21584 26133
8168 15776 9825
7017 4281 23646
11357 506 23975
12415 14691 17453
10481 22656 29763
8377 6095 28406
29976 6521 25562
7355 18675 10340
16638 849 5640
20035 7309 12346
18308 15122 8783
15434 24008 17836
22744 13969 26088
17797 21187 15576
19535 22916 7274
6630 29242 23382
16442 6471 7014
10429 22754 12324
13891 28091 20017
26775 19845 24817
5403 12551 22372
19695 25910 28503
10513 15973 7854
14258 24206 28488
5918 11220 29339
23949 12538 1692
21800 11462 9718
7937 17287 10335
22532 9104 4300
9876 21191 27163
1070 12696 29486
15180 16331 4819
27569 5504 16640
15796 27648 8448
14870 10733 23864
11271 534 20713
21113 8870 21964
22925 8345 13953
20283 8523 18017
14186 14560 25534
11046 18733 21861
10499 7905 14217
28273 26973 2775
6422 15310 21006
5184 18868 14064
11149 1170 4528
5919 23344 17392
7435 16312 14564
13880 12013 29894
11152 17815 10346
15464 25556 4450
17504 27960 9073
11639 26547 14979
5276 25006 11601
17784 19101 12850
25114 16165 23114
8238 7468 20080
28580 10266 1145
1526 7800 11337
7501 19729 7476
28779 20921 19093
23544 24510 15041
29959 5538 14094
14151 1201 2057
15069 16469 29019
20423 29780 17985
15354 6110 13169
26784 11010 27742
22526 24391 18611
15959 10100 19553
17548 12864 1662
24318 24474 28612
26670 38 5090
11015 6295 1897
338 21352 672
7683 12085 29877
14194 3582 3157
23794 28878 20668
17949 6318 19688
16794 1040 16085
25931 25182 3621
24137 11733 12895
8536 21958 21887
17207 23282 26134
7987 16846 11661
13899 21854 6757
3996 26659 28571
7779 5786 4228
1048 27080 216
17375 14245 19408
22350 29920 14933
2154 21295 24770
10419 15390 18520
16164 19686 23908
15684 17295 16032
29294 7983 24119
11426 14157 27409
22042 22062 7280
1471 16318 15212
17870 15090 29764
16309 5156 24276
28802 5357 24867
29161 19098 28576
22534 11532 24723
19966 12822 14026
20100 2213 12647
8129 642 19888
17703 3839 7946
10022 24274 9889
9181 29924 2418
27975 4850 12216
29566 25103 28412
25230 27679 29567
2824 24460 20505
27821 19759 16072
14215 22548 2195
17740 27303 23984
22718 11546 28158
527 29192 11121
20901 8406 12940
29096 11173 20372
25177 27404 5586
33 13584 2382
11571 28422 24252
11518 26548 17305
22216 1847 3427
27142 13361 25812
19781 27272 29736
7048 13381 9182
25805 8139 13114
26845 21628 22397
18839 176 1789
22431 15565 29254
1104 6917 12336
22120 16110 4730
4479 29140 19066
8140 10108 10210
12274 23468 27345
7210 21032 59
14082 23996 20179
2823 27333 29983
21818 28330 9114
413 24780 18372
24808 9605 5805
27241 6507 22466
19296 16092 2024
20675 1855 22547
5613 23022 246
5234 26346 10346
10491 17907 23819
20902 17839 18986
11448 14236 19670
13101 11736 3477
26992 22290 21663
12180 1888 27397
29179 18839 15108
12841 19081 5581
4241 1870 10342
12417 22434 16835
11868 16638 29580
16426 3588 17360
8813 25209 14879
6710 27333 6965
855 13149 14867
16794 28742 22133
17206 13724 13935
28992 1956 6928
21732 402 4168
28086 22962 17749
28728 28191 7679
8026 18249 82
25782 9997 18628
17354 17655 1760
1886 5956 20070
26657 25049 25544
8371 16389 17906
368 4836 20231
16220 24000 29077
1307 10979 20529
9598 11832 4306
8415 13318 25974
7199 5022 21716
9127 16894 22209
4016 18299 18238
6458 25751 25158
3117 4758 21799
13839 556 29884
23508 24605 8557
28066 763 5136
6122 26809 8213
6384 11442 7046
13795 20954 26575
121 11082 23329
322 7270 16846
4818 17206 11387
9397 16314 21909
13686 24490 15252
7041 9110 17695
22695 8497 19331
968 15886 6052
11303 12582 25318
10675 24535 21296
11070 2806 11926
11426 15209 23740
1409 25333 25602
20163 23724 6613
23251 20819 22568
20540 17144 14728
1023 7313 12306
12460 11005 25127
5637 24969 562
28804 7923 21467
16581 11577 2510
12963 1365 15499
6416 1963 27569
14624 27241 24853
15533 11017 10452
28102 21746 21142
16369 16286 3035
5572 20004 28998
6381 23376 15226
15829 16926 9490
15295 14772 1110
24848 3374 22206
11466 25438 26247
18972 27842 18882
17846 20362 5443
12479 16278 14339
10419 20403 24866
15235 11398 5492
15280 13010 1628
28039 11477 6832
12660 20765 5799
24566 8533 28988
17009 24609 13786
24840 11751 26665
1991 12226 613
7206 16463 5378
22895 1212 22843
20986 19998 22477
4526 22135 17827
6273 27024 12032
24069 28290 403
19124 23935 17883
26843 4137 12361
12795 27365 5971
10523 23716 25171
674 5643 14859
10685 18544 10776
9850 21906 27430
27419 15853 14164
8524 2441 27872
6405 12039 27512
806 10856 20190
21758 6048 21477
1855 18345 15944
16051 12407 22283
17002 20988 26556
29568 1366 24145
28783 309 3125
1056 10975 26172
7200 20724 24693
17801 24213 11551
18566 2594 14385
1358 14298 11109
442 12609 29688
15479 24638 11028
23805 19853 18329
6799 28141 26949
3963 3166 28777
29341 15028 19394
8441 27501 3365
22957 10130 10181
28114 25282 24015
24209 3346 15303
8246 8811 7931
25199 19318 6857
8377 16540 9480
13281 8884 12313
1668 20680 7705
10809 25628 784
8291 15635 14108
25083 4779 22583
22249 18581 1045
16356 27279 13510
23987 12445 3438
17822 28670 9920
14915 16848 16590
18898 5794 12276
22997 18805 27878
24786 25698 29887
7162 8065 25311
24613 9036 12531
21281 24083 2390
3837 4348 12948
21818 13162 26070
4734 5754 21217
19211 26921 7811
24990 776 20621
17671 13475 18998
5948 29207 4309
9835 3832 22080
19420 28728 22948
8490 22332 15042
14278 3451 4511
16408 11891 29421
26219 7465 22812
24610 25479 3098
12130 20847 17603
818 9338 22223
21595 14278 5822
22855 22404 19555
17826 29423 3536
18821 28941 28544
953 10310 1267
4620 23818 28699
25132 122 5423
6672 8245 6646
20403 27725 7637
17384 18346 18181
25845 11293 11389
13106 20087 877
25058 27834 8170
10505 11068 954
53 17875 15023
18870 28659 8190
1188 25735 20518
8426 7065 7804
17998 15608 15153
13963 14727 29998
20244 12220 28606
15096 21350 29914
21179 1518 8044
10437 26419 8997
21633 26222 19464
5632 16950 6064
27233 29686 29399
27751 16916 5433
13377 17786 6646
4114 15170 27755
13792 8474 13320
3248 11659 6346
28367 23238 16607
28173 11535 19291
21521 22078 28847
18795 20818 18670
5002 18946 1019
26859 12026 18363
10072 10941 18537
17662 15901 6774
29841 8441 5540
4812 12655 28385
22386 5055 8459
20944 2995 1500
29181 3053 9158
28019 10252 2339
13113 22698 13011
29988 26093 19449
878 10314 10120
11694 30000 3173
4631 13986 14267
3750 281 9916
8389 10578 5690
22279 17170 10801
29804 17346 22780
1882 11178 8454
6653 25126 6020
18751 4816 25870
6492 26382 6101
5807 8529 19281
15707 23898 3465
17831 27092 22944
22962 1734 18074
28047 26330 13662
16046 21923 10028
5237 220 15844
417 10701 4085
28706 23727 7928
11374 396 25202
23669 12739 2772
22994 6842 6577
28440 15562 24120
849 25498 7737
23675 13688 17016
11063 23114 16502
8071 24064 24723
26713 15063 29915
21466 23782 17593
7512 27482 1668
2122 10998 3278
1081 25975 3156
17134 29075 29918
6659 1540 10438
25165 28153 24270
5776 25441 3884
13444 11897 7362
17506 4284 4010
14771 2255 27257
8105 11047 27839
28769 3509 14647
7613 24514 21724
11158 17013 29261
15570 27072 25585
16016 16928 15228
924 8220 13144
11731 25946 19553
18941 18080 19825
28926 17633 27787
25567 9432 28887
3767 1115 1980
29823 5142 23459
15839 9675 14605
18967 25125 16036
2632 19816 7886
16772 6423 2649
24295 1094 20226
3116 18549 28899
22338 14200 20826
20900 2559 28748
489 7116 20651
18693 9917 15799
22740 15045 7727
22985 20476 20516
24980 22709 22263
7913 14618 22858
5661 29726 4833
19673 16631 26613
26704 2036 2462
14862 10754 15084
14959 9784 5729
7937 13689 26405
7583 5903 26753
24733 28288 27041
29354 3330 5333
15446 14048 4816
22586 1902 27002
19286 5856 18412
2046 28428 16729
9082 10590 4336
10104 27478 9185
24104 6075 940
21409 29143 8248
531 7943 10091
17578 17209 18871
5086 10339 16489
21295 804 4183
5071 13068 27024
20490 21994 11257
25454 22692 4425
14647 18629 1317
15406 15807 25326
13919 2704 9991
10688 22848 22500
6574 6698 20700
8363 1542 3870
21263 22321 25222
18901 12119 17298
28865 12099 9497
22118 20575 10563
28031 1402 8099
17913 16444 4645
7655 6423 18841
20542 27650 20549
2421 9533 15951
12612 1898 25197
24549 21091 15320
15012 9259 6235
29575 21571 16658
21063 27365 2521
19271 1021 20871
9281 21019 1211
755 23541 9385
7669 17386 1107
12203 18799 28962
29725 21303 21309
27921 20462 29836
11195 22354 3586
9989 11821 727
9434 27999 16834
21093 18841 20327
13150 24554 6397
2483 1213 10774
13847 10481 18076
8665 18301 4710
17722 7231 18323
15627 15511 9572
16798 8974 26188
24116 13353 27205
23730 10908 26528
11887 10689 3292
3842 12360 23643
21665 7932 7080
14888 25182 22522
21769 20117 14207
25277 7666 8887
13506 9394 4731
20822 6254 14498
71 4886 22175
2446 9340 20219
14736 2207 7673
827 6669 25057
21997 9487 18031
4875 10755 21693
17095 4889 20057
6791 25210 1874
24187 14270 5645
22862 25498 23220
3711 3688 14099
22383 11409 12581
10179 11113 20438
24779 19794 21123
24638 8684 14412
20424 1664 46
13912 14762 25654
21487 2306 12378
12459 11324 3787
25556 9557 28494
2587 29841 18756
9281 6547 7632
2846 14279 19646
12212 11371 20663
26752 6548 10714
3212 29876 15311
14791 7451 14401
28561 1797 25560
21049 12843 5999
12307 18001 5157
18128 24509 29964
4447 993 14868
27465 1035 19294
12364 24785 6380
17354 8384 11531
22969 494 472
13054 10149 4851
1729 21679 22286
13457 16464 26575
4561 21840 14972
23151 1094 29308
16086 20875 27885
20498 7102 20477
4761 14574 28516
19364 2500 27426
5582 1797 23844
6967 26 16759
10646 3649 16562
12711 2681 18573
11680 29895 29954
29311 19356 16774
17709 16364 17124
7992 16554 23687
23797 13251 16718
5892 18321 17995
17369 145 4824
27238 8408 17850
29271 29521 25210
10049 1256 10283
15962 13770 6487
29030 75 27324
24177 14810 21338
23433 1658 17828
12663 18752 10194
6246 19562 16766
2994 13349 24841
20928 2342 24624
6686 2467 15677
15578 7687 2088
19602 4925 18710
5100 10225 18154
6706 25784 4212
5094 28688 20947
16247 15652 22639
20309 669 10207
28397 17211 14842
5216 6050 13508
6440 2887 28238
2516 8551 22139
19318 23486 23814
29955 5904 3418
25275 4656 6703
14223 26118 11083
23310 25952 4109
28506 26002 28560
16184 11198 23517
3580 16135 5983
20295 23188 8802
17011 5213 6629
8910 3762 113
16001 6898 246
7476 6805 26747
19420 24637 19063
23101 314 20050
107 16892 22246
731 3740 28594
20377 18935 7882
13155 21905 14065
11117 11071 21456
7002 11552 938
29923 27769 10995
10698 18120 2190
13044 5506 21173
15483 10855 8186
16411 4995 267
11542 835 24809
6099 4672 14267
8311 17324 8895
25259 12826 8677
26024 16119 19417
28010 17789 29919
2113 12410 9594
3155 1058 17585
4921 10680 4349
28588 23011 442
20692 2786 23871
9742 2430 18206
10501 29390 5495
12654 16990 1336
27823 6954 24812
27366 22913 7219
29456 847 3579
28935 5095 12706
3331 1586 17386
29048 11994 12636
5617 9995 17184
9094 8169 16268
1554 4830 12029
25901 774 15342
5668 2411 4769
15709 11057 13818
21325 13666 29366
22999 20845 12172
24673 5180 23230
7900 22032 20357
23708 3711 3204
1577 17054 2846
22758 20893 20321
23901 16419 20527
23540 21846 17169
3597 15693 11524
9478 701 17475
8568 24972 21252
23963 972 3667
24579 26363 17887
2726 27589 27977
7774 9049 10854
244 3237 3122
13978 26490 18437
646 29513 6813
11162 19880 12902
20072 11575 1566
12281 4324 8017
8805 9130 9865
16220 13924 10231
1821 29348 5033
7120 10427 20703
25309 18831 25838
9049 29437 69
1762 19181 23565
22840 7401 11453
3913 585 22101
24215 18475 3694
7690 27442 16667
20728 15036 28769
27515 26643 23027
20270 25728 28065
23230 28017 11406
5371 8552 16138
19473 15723 23311
6814 27460 12176
29227 29357 21282
12489 13915 12363
1431 22659 11072
27058 27136 27105
21248 4928 23851
20551 12346 10385
12170 18477 24000
28900 14981 15494
22252 6044 24822
23150 9300 18248
21377 27158 6276
2718 23074 9271
17055 8798 21887
25926 23027 14144
7074 16940 6462
1071 2843 3840
6176 10606 13121
25600 14479 9380
4833 7935 11912
6429 2377 4117
5940 26180 9901
18006 24720 5898
29511 21418 12944
11828 12302 22997
12188 6832 14515
498 6645 13432
13833 6286 14572
25048 7762 23205
7775 27927 11514
25323 7825 19669
23948 28496 21444
16120 8690 20429
23104 2904 20203
4626 4459 7702
15008 11804 7907
20525 7759 3166
22278 1472 6359
25979 3311 10011
27923 16416 8514
27771 15423 29072
13601 26476 273
19221 21559 9172
5242 18122 9616
6121 6499 5964
16231 20402 17241
3128 27710 15900
12861 2890 16889
6458 16831 29022
14726 16352 22466
6425 12689 2816
2825 15970 12509
10966 4651 17590
10603 9572 24665
7154 16242 28231
3570 6368 22693
21571 20662 3055
6661 22380 25798
7615 4493 19860
27826 12239 3713
7397 249 9800
29116 7643 17170
7055 28222 25295
23766 29519 28115
12927 26923 6746
22743 173 26313
4615 23565 17362
9272 24403 13358
1413 24710 12366
14841 8198 10455
977 24140 28586
11456 14926 5054
5769 11660 25501
4477 21456 28593
26534 13471 27049
4398 7418 16034
12542 29963 16236
16494 11330 9032
10092 8883 10519
22724 24021 27837
12209 20262 7647
1332 23420 27817
21386 7260 1251
17818 23558 20747
2280 18871 12873
14811 4556 12642
16327 13124 16943
4588 10438 19627
19751 7800 1345
27580 28840 7171
45 5127 2243
11924 18017 7306
691 9604 14472
15767 26342 9661
24308 14225 27830
5598 27237 19388
26482 5058 29909
20720 14187 22454
5457 2172 4090
13284 9132 23487
23030 26876 10506
10133 24157 1091
3509 21463 25382
4325 18172 8563
25889 24797 19297
29538 6951 567
9280 10522 7063
16285 6001 1623
17414 4203 29036
3863 25852 26804
17307 27976 22569
21247 1009 15166
1461 22513 17608
8935 10229 16092
9128 9084 17277
3996 22910 24541
26863 1741 26068
28095 16125 27250
10244 2967 11068
12016 25857 19353
14608 10839 7142
19609 9506 15698
22153 19382 9549
1238 28738 4484
6315 28208 21455
13460 25635 25666
25676 20672 2406
13640 28301 5100
6851 1123 17658
20688 2708 12
28749 13846 5938
8773 25222 4100
14911 6257 22440
3229 19761 17366
14857 28590 8690
910 28887 1490
21789 9789 29133
16474 27179 10096
21418 26410 29458
29793 22834 25744
15929 5111 7280
17234 21756 9137
7730 21375 25595
3871 24636 18807
23830 19064 23116
4130 7402 9794
16110 12167 26404
22471 26848 9275
15260 8650 4741
27440 166 13756
24238 23735 22693
8096 13457 18215
14292 20118 393
2052 16127 24670
7334 9491 18616
2243 168 5718
8231 7763 1355
12799 5582 8569
28324 27264 11400
23029 21588 5484
16247 2809 16545
4319 2589 17399
21742 6084 9905
28909 15805 25642
12444 11195 18765
9087 29664 26431
22478 4273 12412
24536 14285 2632
25206 18772 17649
991 14158 15029
5862 10090 29854
19983 4446 4211
10556 29992 13348
23602 10560 1698
20447 15454 28902
19051 15562 11230
24699 22189 19201
14654 11663 19111
27089 28848 13547
13140 29353 1463
7625 4919 9325
24772 8680 16859
28261 24709 21146
18852 18173 23980
26176 25621 6865
14220 15290 16432
22454 10335 21676
21799 20150 21640
21011 21175 17369
7981 29664 15520
11717 26585 688
24510 2372 1313
27022 18721 16069
21330 1563 5813
13132 23577 19272
502 2288 7386
4232 16156 10081
27861 10271 25934
6452 18282 810
19937 19796 18039
10367 16535 28784
27829 22688 12217
17692 28212 111
8002 13872 27473
24138 13630 11893
7282 28505 6863
7967 15742 4268
24636 10709 4620
26816 25205 3930
25647 7783 22936
7847 107 14428
19862 28523 29966
2388 26119 16330
29436 25472 28194
17249 20630 6904
28957 22789 6966
11430 5650 22130
6424 11172 23453
6483 20148 3262
15333 258 17186
18000 12972 15863
16112 2423 27273
18902 16262 22347
2022 28103 8892
2712 5245 5980
7801 7594 167
23720 23910 19490
2688 13269 26724
15032 19856 1217
27003 5448 27951
2648 5040 24231
23139 20914 2937
22723 4672 14336
1726 792 26366
411 25577 278
16929 25086 22345
29465 13182 24964
29365 13151 24353
25279 17650 14973
19859 21443 11933
26686 5822 7088
24257 28283 17653
7129 29609 20916
7092 13146 19476
12486 2135 6491
